,author,title,comment,curriculum,id,year,grade,priority
2558,Тургенев И.С.,Отцы и дети,,44 ПСШ 8-10,13,1944,9,
2559,Тургенев И.С.,Рудин,,44 ПСШ 8-10,13,1944,9,*
2560,Тынянов Ю.Н.,что-то,,44 ПСШ 8-10,13,1944,10,*
2561,Фадеев А.А.,Разгром,,44 ПСШ 8-10,13,1944,10,
2562,Фонвизин Д.И.,Недоросль,,44 ПСШ 8-10,13,1944,8,
2563,Фурманов Д.А.,что-то,,44 ПСШ 8-10,13,1944,10,*
2564,Чернышевский Н.Г.,Что делать?,,44 ПСШ 8-10,13,1944,9,
2565,Чехов А.П.,В овраге,,44 ПСШ 8-10,13,1944,10,*
2566,Чехов А.П.,Вишневый сад,,44 ПСШ 8-10,13,1944,10,
2567,Чехов А.П.,Ионыч,,44 ПСШ 8-10,13,1944,10,
2568,Чехов А.П.,Мужики,,44 ПСШ 8-10,13,1944,10,*
2569,Чехов А.П.,Смерть чиновника,,44 ПСШ 8-10,13,1944,10,*
2570,Чехов А.П.,Унтер Пришибеев,,44 ПСШ 8-10,13,1944,10,*
2571,Шолохов М.А.,Донские рассказы,,44 ПСШ 8-10,13,1944,10,*
2572,Шолохов М.А.,Они сражались за Родину,,44 ПСШ 8-10,13,1944,10,*
2573,Шолохов М.А.,Поднятая целина,,44 ПСШ 8-10,13,1944,10,
2574,Шолохов М.А.,Тихий Дон,,44 ПСШ 8-10,13,1944,10,*
2575,Эренбург И.Г.,Публицистка,,44 ПСШ 8-10,13,1944,10,*
2576,Ян В.Г.,что-то,,44 ПСШ 8-10,13,1944,10,*
2577,Байрон Д.,Паломничество Чайльд-Гарольда,отрывки,44 ПСШ 8-10,13,1944,8,
2578,Бэкон Ф.,что-то,,44 ПСШ 8-10,13,1944,10,
2579,Гете И.В.,Лирика,,44 ПСШ 8-10,13,1944,10,
2580,Гете И.В.,Фауст,"ч.1, 2 в сокращении",44 ПСШ 8-10,13,1944,10,
2581,Мор Т.,что-то,,44 ПСШ 8-10,13,1944,10,
2582,Шекспир У.,Гамлет,,44 ПСШ 8-10,13,1944,10,
2583,Алигер М.И.,Зоя,,46 ПСШ 8-10,14,1946,10,*
2584,Багрицкий Э.Г.,что-то,,46 ПСШ 8-10,14,1946,10,*
2585,Байрон Д.,Паломничество Чайльд-Гарольда,отрывки,46 ПСШ 8-10,14,1946,8,
2586,Белинский В.Г.,Герой нашего времени,,46 ПСШ 8-10,14,1946,8,
2587,Белинский В.Г.,Сочинения Александра Пушкина,"5,8,2009",46 ПСШ 8-10,14,1946,8,
2588,Белинский В.Г.,Стихотворения Лермонтова,в отрывках,46 ПСШ 8-10,14,1946,8,
2589,Блок А.А.,что-то,,46 ПСШ 8-10,14,1946,10,
2590,Бородин С.П.,что-то,,46 ПСШ 8-10,14,1946,10,*
2591,Брюсов В.Я.,что-то,,46 ПСШ 8-10,14,1946,10,
2592,Бэкон Ф.,что-то,,46 ПСШ 8-10,14,1946,10,
2593,Герцен А.И.,что-то,,46 ПСШ 8-10,14,1946,9,*
2594,Гете И.В.,Лирика,,46 ПСШ 8-10,14,1946,10,
2595,Гете И.В.,Фауст,"ч.1, 2 в сокращении",46 ПСШ 8-10,14,1946,10,
2596,Гладков Ф.В.,что-то,,46 ПСШ 8-10,14,1946,10,*
2597,Гоголь Н.В.,Вечера на Хуторе близ Диканьки,,46 ПСШ 8-10,14,1946,9,*
2598,Гоголь Н.В.,Выбранные места из переписки с друзьями,,46 ПСШ 8-10,14,1946,9,*
2599,Гоголь Н.В.,Мертвые души,,46 ПСШ 8-10,14,1946,9,
2600,Гоголь Н.В.,Миргород,,46 ПСШ 8-10,14,1946,9,*
2601,Гоголь Н.В.,Ревизор,,46 ПСШ 8-10,14,1946,9,*
2602,Гоголь Н.В.,Тарас Бульба,,46 ПСШ 8-10,14,1946,9,*
2603,Гоголь Н.В.,Шинель,,46 ПСШ 8-10,14,1946,9,*
2604,Гончаров И.А.,"Лучше поздно, чем никогда",,46 ПСШ 8-10,14,1946,9,*
2605,Гончаров И.А.,Мильон терзаний,,46 ПСШ 8-10,14,1946,9,*
2606,Гончаров И.А.,Обломов,,46 ПСШ 8-10,14,1946,9,
2607,Гончаров И.А.,Обрыв,,46 ПСШ 8-10,14,1946,9,*
2608,Гончаров И.А.,Обыкновенная история,,46 ПСШ 8-10,14,1946,9,*
2609,Горбатов Б.Л.,Непокоренные,,46 ПСШ 8-10,14,1946,10,*
2610,Горький М.,Автобиографическая трилогия,,46 ПСШ 8-10,14,1946,10,*
2611,Горький М.,Владимир Ильич Ленин,,46 ПСШ 8-10,14,1946,10,
2612,Горький М.,Враги,,46 ПСШ 8-10,14,1946,10,*
2613,Горький М.,Дело Артамоновых,,46 ПСШ 8-10,14,1946,10,*
2614,Горький М.,Если враг не сдается - его уничтожают,,46 ПСШ 8-10,14,1946,10,
2615,Горький М.,Жизнь Клима Самгина,,46 ПСШ 8-10,14,1946,10,*
2616,Горький М.,Коновалов,,46 ПСШ 8-10,14,1946,10,*
2617,Горький М.,Мать,,46 ПСШ 8-10,14,1946,10,
2618,Горький М.,Мои университеты,,46 ПСШ 8-10,14,1946,10,
2619,Горький М.,На дне,,46 ПСШ 8-10,14,1946,10,
2620,Горький М.,О культурах,,46 ПСШ 8-10,14,1946,10,
2621,Горький М.,О старом и новом человеке,,46 ПСШ 8-10,14,1946,10,*
2622,Горький М.,Песня о буревестнике,,46 ПСШ 8-10,14,1946,10,*
2623,Горький М.,Песня о соколе,,46 ПСШ 8-10,14,1946,10,*
2624,Горький М.,Старуха Изергиль,,46 ПСШ 8-10,14,1946,10,
2625,Горький М.,Фома Гордеев,,46 ПСШ 8-10,14,1946,10,*
2626,Горький М.,Челкаш,,46 ПСШ 8-10,14,1946,10,*
2627,Грибоедов А.С.,Горе от ума,,46 ПСШ 8-10,14,1946,8,
2628,Гроссман В.С.,Народ бессмертен,,46 ПСШ 8-10,14,1946,10,*
2629,Державин Г.Р.,Ода к Фелице,,46 ПСШ 8-10,14,1946,8,
2630,Державин Г.Р.,Памятник,,46 ПСШ 8-10,14,1946,8,
2631,Джамбул,"В час, когда зовет Сталин",,46 ПСШ 8-10,14,1946,10,
2632,Джамбул,"Ленинградцы, дети мои",,46 ПСШ 8-10,14,1946,10,
2633,Джамбул,Песня о Ленине,,46 ПСШ 8-10,14,1946,10,
2634,Джамбул,Песня о Сталине,,46 ПСШ 8-10,14,1946,10,
2635,Димитров Г.М.,О романе Чернышевского,,46 ПСШ 8-10,14,1946,9,*
2636,Добролюбов Н.А.,Луч света в темном царстве,,46 ПСШ 8-10,14,1946,9,
2637,Добролюбов Н.А.,Что такое обломовщина?,,46 ПСШ 8-10,14,1946,9,
2638,Жуковский В.А.,Море,,46 ПСШ 8-10,14,1946,8,
2639,Жуковский В.А.,Певец во стане русских воинов,в сокращении,46 ПСШ 8-10,14,1946,8,
2640,Жуковский В.А.,Светлана,,46 ПСШ 8-10,14,1946,8,
2641,Инбер В.М.,Пулковский меридиан,,46 ПСШ 8-10,14,1946,10,*
2642,Исаковский М.В.,что-то,,46 ПСШ 8-10,14,1946,10,*
2643,Карамзин Н.М.,Бедная Лиза,,46 ПСШ 8-10,14,1946,8,
2644,Катаев В.П.,"Я, сын трудового народа…",,46 ПСШ 8-10,14,1946,10,*
2645,Корнейчук А.Е.,Фронт,,46 ПСШ 8-10,14,1946,10,*
2646,Крылов И.А.,Басни,,46 ПСШ 8-10,14,1946,8,
2647,Купала Я.,Олеся,,46 ПСШ 8-10,14,1946,10,
2648,Купала Я.,Песни нужны нам,,46 ПСШ 8-10,14,1946,10,
2649,Леонов Л.М.,Нашествие,,46 ПСШ 8-10,14,1946,10,*
2650,Лермонтов М.Ю.,Выхожу один я на дорогу,,46 ПСШ 8-10,14,1946,8,
2651,Лермонтов М.Ю.,Герой нашего времени,,46 ПСШ 8-10,14,1946,8,
2652,Лермонтов М.Ю.,Демон,,46 ПСШ 8-10,14,1946,8,
2653,Лермонтов М.Ю.,Дубовый листок оторвался от ветки родимой,,46 ПСШ 8-10,14,1946,8,
2654,Лермонтов М.Ю.,Дума,,46 ПСШ 8-10,14,1946,8,
2655,Лермонтов М.Ю.,Парус,,46 ПСШ 8-10,14,1946,8,
2656,Лермонтов М.Ю.,Поэт,,46 ПСШ 8-10,14,1946,8,
2657,Лермонтов М.Ю.,Пророк,,46 ПСШ 8-10,14,1946,8,
2658,Лермонтов М.Ю.,Родина,,46 ПСШ 8-10,14,1946,8,
2659,Лермонтов М.Ю.,Смерть поэта,,46 ПСШ 8-10,14,1946,8,
2660,Ломоносов М.В.,Ода на день восшествия на престол императрицы Елизаветы Петровны,,46 ПСШ 8-10,14,1946,8,
2661,Ломоносов М.В.,Разговор с Анакреоном,в сокращении,46 ПСШ 8-10,14,1946,8,
2662,Маяковский В.В.,Владимир Ильич Ленин,,46 ПСШ 8-10,14,1946,10,
2663,Маяковский В.В.,Во весь голос,,46 ПСШ 8-10,14,1946,10,
2664,Маяковский В.В.,Облако в штанах,,46 ПСШ 8-10,14,1946,10,*
2665,Маяковский В.В.,Приказ по армии искусства,,46 ПСШ 8-10,14,1946,10,*
2666,Маяковский В.В.,Прозаседавшиеся,,46 ПСШ 8-10,14,1946,10,*
2667,Маяковский В.В.,Разговор с фининспектором о поэзии,,46 ПСШ 8-10,14,1946,10,
2668,Маяковский В.В.,Товарищу Нетте пароходу и человеку,,46 ПСШ 8-10,14,1946,10,
2669,Маяковский В.В.,Хорошо!,,46 ПСШ 8-10,14,1946,10,
2670,Мор Т.,что-то,,46 ПСШ 8-10,14,1946,10,
2671,народ,Начальная русская летопись,"смерть Олега, месть Ольги древлянам",46 ПСШ 8-10,14,1946,8,
2672,Некрасов Н.А.,Железная дорога,,46 ПСШ 8-10,14,1946,9,*
2673,Некрасов Н.А.,Забытая деревня,,46 ПСШ 8-10,14,1946,9,*
2674,Некрасов Н.А.,Колыбельная песня,,46 ПСШ 8-10,14,1946,9,*
2675,Некрасов Н.А.,Кому на Руси жить хорошо,,46 ПСШ 8-10,14,1946,9,
2676,Некрасов Н.А.,Крестьянские дети,,46 ПСШ 8-10,14,1946,9,*
2677,Некрасов Н.А.,"Мороз,красный нос",,46 ПСШ 8-10,14,1946,9,*
2678,Некрасов Н.А.,Нравственный человек,,46 ПСШ 8-10,14,1946,9,*
2679,Некрасов Н.А.,О двух великих грешниках,,46 ПСШ 8-10,14,1946,9,*
2680,Некрасов Н.А.,Орина мать солдатская,,46 ПСШ 8-10,14,1946,9,*
2681,Некрасов Н.А.,Памяти Добролюбова,,46 ПСШ 8-10,14,1946,9,
2682,Некрасов Н.А.,Песня Еремушке,,46 ПСШ 8-10,14,1946,9,*
2683,Некрасов Н.А.,Плач детей,,46 ПСШ 8-10,14,1946,9,*
2684,Некрасов Н.А.,Поэт и гражданин,,46 ПСШ 8-10,14,1946,9,
2685,Некрасов Н.А.,Размышления у парадного подъезда,,46 ПСШ 8-10,14,1946,9,*
2686,Некрасов Н.А.,Родина,,46 ПСШ 8-10,14,1946,9,
2687,Некрасов Н.А.,Современная ода,,46 ПСШ 8-10,14,1946,9,*
2688,Некрасов Н.А.,Элегия (Пускай нам говорит изменчивая мода),,46 ПСШ 8-10,14,1946,9,
2689,Островский А.Н.,Гроза,,46 ПСШ 8-10,14,1946,9,
2690,Островский А.Н.,Снегурочка,,46 ПСШ 8-10,14,1946,9,*
2691,Островский Н.А.,что-то,,46 ПСШ 8-10,14,1946,10,*
2692,Писарев Д.И.,что-то,,46 ПСШ 8-10,14,1946,9,
2693,Писарев Д.И.,Базаров,,46 ПСШ 8-10,14,1946,9,
2694,народ,Повесть временных лет,,46 ПСШ 8-10,14,1946,8,*
2695,народ,Повесть о Горе-Злочастии,,46 ПСШ 8-10,14,1946,8,*
2696,народ,"Повесть о Ерше Ершовиче, сыне Щетинникове",,46 ПСШ 8-10,14,1946,8,*
2697,народ,Повесть о нашествии Батыя на Рязань,,46 ПСШ 8-10,14,1946,8,*
2698,Погодин Н.Ф.,Драматические произведения,,46 ПСШ 8-10,14,1946,10,*
2699,Пушкин А.С.,19 октября 1825,,46 ПСШ 8-10,14,1946,8,
2700,Пушкин А.С.,Анчар,,46 ПСШ 8-10,14,1946,8,
2701,Пушкин А.С.,Арион,,46 ПСШ 8-10,14,1946,8,
2702,Пушкин А.С.,Борис Годунов,,46 ПСШ 8-10,14,1946,8,*
2703,Пушкин А.С.,В Сибирь,,46 ПСШ 8-10,14,1946,8,
2704,Пушкин А.С.,Вакхическая песня,,46 ПСШ 8-10,14,1946,8,
2705,Пушкин А.С.,Вновь я посетил,,46 ПСШ 8-10,14,1946,8,
2706,Пушкин А.С.,Вольность,,46 ПСШ 8-10,14,1946,8,
2707,Пушкин А.С.,Воспоминания в Царском селе,в отрывках,46 ПСШ 8-10,14,1946,8,
2708,Пушкин А.С.,Деревня,,46 ПСШ 8-10,14,1946,8,
2709,Пушкин А.С.,Дубровский,,46 ПСШ 8-10,14,1946,8,*
2710,Пушкин А.С.,Евгений Онегин,,46 ПСШ 8-10,14,1946,8,
2711,Пушкин А.С.,История села Горюхина,,46 ПСШ 8-10,14,1946,8,*
2712,Пушкин А.С.,К А.П. Керн,,46 ПСШ 8-10,14,1946,8,
2713,Пушкин А.С.,К морю,,46 ПСШ 8-10,14,1946,8,
2714,Пушкин А.С.,"К Чаадаеву (Любви, надежды, гордой славы…)",,46 ПСШ 8-10,14,1946,8,
2715,Пушкин А.С.,Капитанская дочка,,46 ПСШ 8-10,14,1946,8,*
2716,Пушкин А.С.,Клеветникам России,,46 ПСШ 8-10,14,1946,8,
2717,Пушкин А.С.,Медный всадник,,46 ПСШ 8-10,14,1946,8,
2718,Пушкин А.С.,Осень,,46 ПСШ 8-10,14,1946,8,
2719,Пушкин А.С.,Памятник,,46 ПСШ 8-10,14,1946,8,
2720,Пушкин А.С.,Пиковая дама,,46 ПСШ 8-10,14,1946,8,*
2721,Пушкин А.С.,Повести Белкина,,46 ПСШ 8-10,14,1946,8,*
2722,Пушкин А.С.,Полтава,,46 ПСШ 8-10,14,1946,8,
2723,Пушкин А.С.,Поэт,,46 ПСШ 8-10,14,1946,8,
2724,Пушкин А.С.,Поэту,,46 ПСШ 8-10,14,1946,8,
2725,Пушкин А.С.,Пророк,,46 ПСШ 8-10,14,1946,8,
2726,Пушкин А.С.,"Протест против тирании, рабства дикого",,46 ПСШ 8-10,14,1946,8,*
2727,Пушкин А.С.,Цыганы,,46 ПСШ 8-10,14,1946,8,
2728,Пушкин А.С.,Эпиграммы,,46 ПСШ 8-10,14,1946,8,
2729,Пушкин А.С.,Эхо,,46 ПСШ 8-10,14,1946,8,
2730,Радищев А.Н.,Путешествие из Петербурга в Москву,"главы: Любани, Спасская полесть",46 ПСШ 8-10,14,1946,8,
2731,Рылеев К.Ф.,Гражданин,,46 ПСШ 8-10,14,1946,8,
2732,Рылеев К.Ф.,Иван Сусанин,,46 ПСШ 8-10,14,1946,8,
2733,Салтыков-Щедрин М.Е.,Господа Головлевы,,46 ПСШ 8-10,14,1946,9,
2734,Салтыков-Щедрин М.Е.,Пошехонская старина,,46 ПСШ 8-10,14,1946,9,*
2735,Салтыков-Щедрин М.Е.,Сказки,,46 ПСШ 8-10,14,1946,9,*
2736,Серафимович А.С.,что-то,,46 ПСШ 8-10,14,1946,10,*
2737,Сергеев-Ценский А.Н.,что-то,,46 ПСШ 8-10,14,1946,10,*
2738,Симонов К.М.,Русские люди,,46 ПСШ 8-10,14,1946,10,*
2739,народ,Слово о полку Игореве,,46 ПСШ 8-10,14,1946,8,
2740,Соболев Л.С.,Морская душа,,46 ПСШ 8-10,14,1946,10,*
2741,Стальский С.С.,Думы о Родине,,46 ПСШ 8-10,14,1946,10,
2742,Стальский С.С.,Песня о Красной Армии,,46 ПСШ 8-10,14,1946,10,
2743,Стальский С.С.,Сталин (Живое двигая вперед…),,46 ПСШ 8-10,14,1946,10,
2744,Сурков А.А.,что-то,,46 ПСШ 8-10,14,1946,10,*
2745,Табидзе Г.,Абхазия,,46 ПСШ 8-10,14,1946,10,
2746,Табидзе Г.,Об уверенности,,46 ПСШ 8-10,14,1946,10,
2747,Табидзе Г.,Отважный истинный поэт,,46 ПСШ 8-10,14,1946,10,
2748,Твардовский А.Т.,что-то,,46 ПСШ 8-10,14,1946,10,*
2749,Тихонов Н.С.,что-то,,46 ПСШ 8-10,14,1946,10,
2750,Толстой А.Н.,Публицистика,,46 ПСШ 8-10,14,1946,10,
2751,Толстой А.Н.,Хлеб,,46 ПСШ 8-10,14,1946,10,*
2752,Толстой Л.Н.,Анна Каренина,,46 ПСШ 8-10,14,1946,9,*
2753,Толстой Л.Н.,Война и мир,,46 ПСШ 8-10,14,1946,9,
2754,Толстой Л.Н.,Воскресение,,46 ПСШ 8-10,14,1946,9,*
2755,Толстой Л.Н.,Детство. Отрочество. Юность,,46 ПСШ 8-10,14,1946,9,*
2756,Толстой Л.Н.,Казаки,,46 ПСШ 8-10,14,1946,9,*
2757,Толстой Л.Н.,Люцерн,,46 ПСШ 8-10,14,1946,9,*
2758,Толстой Л.Н.,Севастопольские рассказы,,46 ПСШ 8-10,14,1946,9,*
2759,Толстой Л.Н.,Утро помещика,,46 ПСШ 8-10,14,1946,9,*
2760,Толстой Л.Н.,Хаджи-Мурат,,46 ПСШ 8-10,14,1946,9,*
2761,Тренев К.А.,что-то,,46 ПСШ 8-10,14,1946,10,*
2762,Тургенев И.С.,Дворянское гнездо,,46 ПСШ 8-10,14,1946,9,*
2763,Тургенев И.С.,Записки охотника,,46 ПСШ 8-10,14,1946,9,*
2764,Тургенев И.С.,Накануне,,46 ПСШ 8-10,14,1946,9,*
2765,Тургенев И.С.,Отцы и дети,,46 ПСШ 8-10,14,1946,9,
2766,Тургенев И.С.,Рудин,,46 ПСШ 8-10,14,1946,9,*
2767,Тынянов Ю.Н.,что-то,,46 ПСШ 8-10,14,1946,10,*
2768,Тычина П.Г.,На майдане,,46 ПСШ 8-10,14,1946,10,
2769,Тычина П.Г.,Первая песня тракториста,,46 ПСШ 8-10,14,1946,10,
2770,Фадеев А.А.,что-то,,46 ПСШ 8-10,14,1946,10,
2771,Фонвизин Д.И.,Недоросль,,46 ПСШ 8-10,14,1946,8,
2772,Фурманов Д.А.,что-то,,46 ПСШ 8-10,14,1946,10,*
2773,Чернышевский Н.Г.,Что делать?,,46 ПСШ 8-10,14,1946,9,
2774,Чехов А.П.,В овраге,,46 ПСШ 8-10,14,1946,10,*
2775,Чехов А.П.,Вишневый сад,,46 ПСШ 8-10,14,1946,10,
2776,Чехов А.П.,Ионыч,,46 ПСШ 8-10,14,1946,10,
2777,Чехов А.П.,Мужики,,46 ПСШ 8-10,14,1946,10,*
2778,Чехов А.П.,Смерть чиновника,,46 ПСШ 8-10,14,1946,10,*
2779,Чехов А.П.,Унтер Пришибеев,,46 ПСШ 8-10,14,1946,10,*
2780,Шекспир У.,Гамлет,,46 ПСШ 8-10,14,1946,10,
2781,Шолохов М.А.,Донские рассказы,,46 ПСШ 8-10,14,1946,10,*
2782,Шолохов М.А.,Они сражались за Родину,,46 ПСШ 8-10,14,1946,10,*
2783,Шолохов М.А.,Поднятая целина,,46 ПСШ 8-10,14,1946,10,
2784,Шолохов М.А.,Тихий Дон,,46 ПСШ 8-10,14,1946,10,*
2785,Эренбург И.Г.,Публицистка,,46 ПСШ 8-10,14,1946,10,*
2786,Ян В.Г.,что-то,,46 ПСШ 8-10,14,1946,10,*
2787,народ,Начальная русская летопись,"смерть Олега, месть Ольги древлянам",47 ПСШ 8-10,15,1947,8,*
2788,народ,Повесть временных лет,,47 ПСШ 8-10,15,1947,8,*
2789,народ,Повесть о Горе-Злочастии,,47 ПСШ 8-10,15,1947,8,
2790,народ,"Повесть о Ерше Ершовиче, сыне Щетинникове",,47 ПСШ 8-10,15,1947,8,
2791,народ,Повесть о нашествии Батыя на Рязань,,47 ПСШ 8-10,15,1947,8,
2792,народ,Слово о полку Игореве,,47 ПСШ 8-10,15,1947,8,
2793,Руставели Ш.,Витязь в тигровой шкуре,,47 ПСШ 8-10,15,1947,8,*
2794,Руставели Ш.,Витязь в тигровой шкуре,,47 ПСШ 8-10,15,1947,10,*
2795,Бараташвили Н.,что-то,,47 ПСШ 8-10,15,1947,10,*
2796,Бедный Д.,что-то,,47 ПСШ 8-10,15,1947,10,*
2797,Белинский В.Г.,Герой нашего времени,,47 ПСШ 8-10,15,1947,8,
2798,Белинский В.Г.,Похождения Чичикова или Мертвые души,,47 ПСШ 8-10,15,1947,9,*
2799,Белинский В.Г.,Сочинения Александра Пушкина,"5,8,2009",47 ПСШ 8-10,15,1947,8,
2800,Белинский В.Г.,Стихотворения Лермонтова,в отрывках,47 ПСШ 8-10,15,1947,8,
2801,Блок А.А.,Двенадцать,,47 ПСШ 8-10,15,1947,10,*
2802,Брюсов В.Я.,что-то,,47 ПСШ 8-10,15,1947,10,*
2803,Герцен А.И.,что-то,,47 ПСШ 8-10,15,1947,9,*
2804,Гладков Ф.В.,что-то,,47 ПСШ 8-10,15,1947,10,*
2805,Гоголь Н.В.,Вечера на Хуторе близ Диканьки,,47 ПСШ 8-10,15,1947,9,*
2806,Гоголь Н.В.,Мертвые души,,47 ПСШ 8-10,15,1947,9,
2807,Гоголь Н.В.,Миргород,,47 ПСШ 8-10,15,1947,9,*
2809,Гоголь Н.В.,Ревизор,,47 ПСШ 8-10,15,1947,9,*
2810,Гоголь Н.В.,Тарас Бульба,,47 ПСШ 8-10,15,1947,9,*
2811,Гоголь Н.В.,Шинель,,47 ПСШ 8-10,15,1947,9,*
2812,Гончаров И.А.,"Лучше поздно, чем никогда",,47 ПСШ 8-10,15,1947,9,*
2813,Гончаров И.А.,Мильон терзаний,,47 ПСШ 8-10,15,1947,9,*
2814,Гончаров И.А.,Обломов,,47 ПСШ 8-10,15,1947,9,
2815,Гончаров И.А.,Обрыв,,47 ПСШ 8-10,15,1947,9,*
2816,Гончаров И.А.,Обыкновенная история,,47 ПСШ 8-10,15,1947,9,*
2817,Горбатов Б.Л.,что-то,,47 ПСШ 8-10,15,1947,10,*
2818,Горький М.,Автобиографическая трилогия,,47 ПСШ 8-10,15,1947,10,*
2819,Горький М.,Владимир Ильич Ленин,,47 ПСШ 8-10,15,1947,10,
2820,Горький М.,Дело Артамоновых,,47 ПСШ 8-10,15,1947,10,*
2821,Горький М.,Если враг не сдается - его уничтожают,,47 ПСШ 8-10,15,1947,10,
2822,Горький М.,Жизнь Клима Самгина,,47 ПСШ 8-10,15,1947,10,*
2823,Горький М.,Коновалов,,47 ПСШ 8-10,15,1947,10,*
2824,Горький М.,Мать,,47 ПСШ 8-10,15,1947,10,
2825,Горький М.,На дне,,47 ПСШ 8-10,15,1947,10,
2826,Горький М.,О культурах,,47 ПСШ 8-10,15,1947,10,
2827,Горький М.,Песня о буревестнике,,47 ПСШ 8-10,15,1947,10,*
2828,Горький М.,Песня о соколе,,47 ПСШ 8-10,15,1947,10,*
2829,Горький М.,Старуха Изергиль,,47 ПСШ 8-10,15,1947,10,
2830,Грибоедов А.С.,Горе от ума,,47 ПСШ 8-10,15,1947,8,
2831,Гроссман В.С.,что-то,,47 ПСШ 8-10,15,1947,10,*
2832,Державин Г.Р.,Ода к Фелице,,47 ПСШ 8-10,15,1947,8,
2833,Державин Г.Р.,Памятник,,47 ПСШ 8-10,15,1947,8,
2834,Джамбул,что-то,,47 ПСШ 8-10,15,1947,10,*
2835,Добролюбов Н.А.,Луч света в темном царстве,,47 ПСШ 8-10,15,1947,9,
2836,Добролюбов Н.А.,Что такое обломовщина?,,47 ПСШ 8-10,15,1947,9,*
2837,Жуковский В.А.,Море,,47 ПСШ 8-10,15,1947,8,
2838,Жуковский В.А.,Светлана,,47 ПСШ 8-10,15,1947,8,
2839,Иванов Вс.Вяч.,Пархоменко,,47 ПСШ 8-10,15,1947,10,*
2840,Исаковский М.В.,что-то,,47 ПСШ 8-10,15,1947,10,*
2841,Карамзин Н.М.,Бедная Лиза,,47 ПСШ 8-10,15,1947,8,
2842,Киачели Л.,что-то,,47 ПСШ 8-10,15,1947,10,*
2843,Колас Я.,что-то,,47 ПСШ 8-10,15,1947,10,*
2844,Крылов И.А.,Басни,,47 ПСШ 8-10,15,1947,8,
2845,Купала Я.,что-то,,47 ПСШ 8-10,15,1947,10,*
2846,Леонов Л.М.,что-то,,47 ПСШ 8-10,15,1947,10,*
2847,Лермонтов М.Ю.,Выхожу один я на дорогу,,47 ПСШ 8-10,15,1947,8,
2848,Лермонтов М.Ю.,Герой нашего времени,,47 ПСШ 8-10,15,1947,8,
2849,Лермонтов М.Ю.,Демон,,47 ПСШ 8-10,15,1947,8,
2850,Лермонтов М.Ю.,Дубовый листок оторвался от ветки родимой,,47 ПСШ 8-10,15,1947,8,
2851,Лермонтов М.Ю.,Дума,,47 ПСШ 8-10,15,1947,8,
2852,Лермонтов М.Ю.,Парус,,47 ПСШ 8-10,15,1947,8,
2853,Лермонтов М.Ю.,Поэт,,47 ПСШ 8-10,15,1947,8,
2854,Лермонтов М.Ю.,Пророк,,47 ПСШ 8-10,15,1947,8,
2855,Лермонтов М.Ю.,Родина,,47 ПСШ 8-10,15,1947,8,
2856,Лермонтов М.Ю.,Смерть поэта,,47 ПСШ 8-10,15,1947,8,
2857,Ломоносов М.В.,Ода на день восшествия на престол императрицы Елизаветы Петровны,,47 ПСШ 8-10,15,1947,8,
2858,Макаренко А.С.,Педагогическая поэма,,47 ПСШ 8-10,15,1947,10,*
2859,Майков А.Н.,Лирика,,47 ПСШ 8-10,15,1947,9,*
2860,Маяковский В.В.,Владимир Ильич Ленин,,47 ПСШ 8-10,15,1947,10,
2861,Маяковский В.В.,Во весь голос,,47 ПСШ 8-10,15,1947,10,
2862,Маяковский В.В.,Приказ по армии искусства,,47 ПСШ 8-10,15,1947,10,*
2863,Маяковский В.В.,Прозаседавшиеся,,47 ПСШ 8-10,15,1947,10,*
2864,Маяковский В.В.,Разговор с фининспектором о поэзии,,47 ПСШ 8-10,15,1947,10,
2865,Маяковский В.В.,Товарищу Нетте пароходу и человеку,,47 ПСШ 8-10,15,1947,10,
2866,Маяковский В.В.,Хорошо!,,47 ПСШ 8-10,15,1947,10,
2867,Некрасов Н.А.,В дороге,,47 ПСШ 8-10,15,1947,9,*
2868,Некрасов Н.А.,Железная дорога,,47 ПСШ 8-10,15,1947,9,*
2869,Некрасов Н.А.,Забытая деревня,,47 ПСШ 8-10,15,1947,9,*
2870,Некрасов Н.А.,Колыбельная песня,,47 ПСШ 8-10,15,1947,9,*
2871,Некрасов Н.А.,Кому на Руси жить хорошо,,47 ПСШ 8-10,15,1947,9,
2872,Некрасов Н.А.,Крестьянские дети,,47 ПСШ 8-10,15,1947,9,*
2873,Некрасов Н.А.,"Мороз,красный нос",,47 ПСШ 8-10,15,1947,9,*
2874,Некрасов Н.А.,Нравственный человек,,47 ПСШ 8-10,15,1947,9,*
2875,Некрасов Н.А.,О двух великих грешниках,,47 ПСШ 8-10,15,1947,9,*
2876,Некрасов Н.А.,Орина мать солдатская,,47 ПСШ 8-10,15,1947,9,*
2877,Некрасов Н.А.,Памяти Добролюбова,,47 ПСШ 8-10,15,1947,9,
2878,Некрасов Н.А.,Песня Еремушке,,47 ПСШ 8-10,15,1947,9,*
2879,Некрасов Н.А.,Плач детей,,47 ПСШ 8-10,15,1947,9,*
2880,Некрасов Н.А.,Поэт и гражданин,,47 ПСШ 8-10,15,1947,9,
2881,Некрасов Н.А.,Размышления у парадного подъезда,,47 ПСШ 8-10,15,1947,9,*
2882,Некрасов Н.А.,Родина,,47 ПСШ 8-10,15,1947,9,
2883,Некрасов Н.А.,Современная ода,,47 ПСШ 8-10,15,1947,9,*
